"source_file","Method","Delta","FDP","Power"
"120","Mars MS",7,0,0.3
"120","DataSplitting",7,0,0
"120","MultipleDataSplitting",7,0,0
"120","Knockoff",7,0.91304347826087,0.2
"120","Benjamini–Hochberg (BH)",7,0,0
"121","Mars DS",8,0,0
"121","Mars MS",8,0,0
"121","DataSplitting",8,0,0
"121","MultipleDataSplitting",8,0,0
"121","Knockoff",8,0.91304347826087,0.2
"121","Benjamini–Hochberg (BH)",8,0,0
"122","Mars DS",9,0,0
"122","Mars MS",9,0,0
"122","DataSplitting",9,0,0
"122","MultipleDataSplitting",9,0,0
"122","Knockoff",9,0.909090909090909,0.2
"122","Benjamini–Hochberg (BH)",9,0,0
"123","Mars DS",10,0,0
"123","Mars MS",10,0,0.4
"123","DataSplitting",10,0,0
"123","MultipleDataSplitting",10,0,0
"123","Knockoff",10,0.91304347826087,0.2
"123","Benjamini–Hochberg (BH)",10,0,0
"124","Mars DS",11,0,0
"124","Mars MS",11,0,0.3
"124","DataSplitting",11,0,0
"124","MultipleDataSplitting",11,0,0
"124","Knockoff",11,0.909090909090909,0.2
"124","Benjamini–Hochberg (BH)",11,0,0
"125","Mars DS",12,0,0
"125","Mars MS",12,0,0.2
"125","DataSplitting",12,0,0
"125","MultipleDataSplitting",12,0,0
"125","Knockoff",12,0.904761904761905,0.2
"125","Benjamini–Hochberg (BH)",12,0,0
"126","Mars DS",13,0.181818181818182,0.9
"126","Mars MS",13,0,0.6
"126","DataSplitting",13,0,0
"126","MultipleDataSplitting",13,0,0
"126","Knockoff",13,0.91304347826087,0.2
"126","Benjamini–Hochberg (BH)",13,0,0
"127","Mars DS",7,0,0
"127","Mars MS",7,0,0.9
"127","DataSplitting",7,0,0
"127","MultipleDataSplitting",7,0,0
"127","Knockoff",7,1,0
"127","Benjamini–Hochberg (BH)",7,0,0
"128","Mars DS",8,0,0
"128","Mars MS",8,0,0.8
"128","DataSplitting",8,0,0
"128","MultipleDataSplitting",8,0,0
"128","Knockoff",8,1,0
"128","Benjamini–Hochberg (BH)",8,0,0
"129","Mars DS",9,0,0
"129","Mars MS",9,0,0.9
"129","DataSplitting",9,0,0
"129","MultipleDataSplitting",9,0,0
"129","Knockoff",9,1,0
"129","Benjamini–Hochberg (BH)",9,0,0
"130","Mars DS",10,0,0
"130","Mars MS",10,0,0.9
"130","DataSplitting",10,0,0
"130","MultipleDataSplitting",10,0,0
"130","Knockoff",10,1,0
"130","Benjamini–Hochberg (BH)",10,0,0
"131","Mars DS",11,0,0
"131","Mars MS",11,0,0.9
"131","DataSplitting",11,0,0
"131","MultipleDataSplitting",11,0,0
"131","Knockoff",11,1,0
"131","Benjamini–Hochberg (BH)",11,0,0
"132","Mars DS",12,0,0
"132","Mars MS",12,0,0.8
"132","DataSplitting",12,0,0
"132","MultipleDataSplitting",12,0,0
"132","Knockoff",12,0,0
"132","Benjamini–Hochberg (BH)",12,0,0
"133","Mars DS",13,0,0
"133","Mars MS",13,0,0.9
"133","DataSplitting",13,0,0
"133","MultipleDataSplitting",13,0,0
"133","Knockoff",13,0,0
"133","Benjamini–Hochberg (BH)",13,0,0
"134","Mars DS",7,0,0
"134","Mars MS",7,0,0
"134","DataSplitting",7,0,0
"134","MultipleDataSplitting",7,0,0
"134","Knockoff",7,0,0
"134","Benjamini–Hochberg (BH)",7,0,0
"135","Mars DS",8,0,0
"135","Mars MS",8,0,0
"135","DataSplitting",8,0,0
"135","MultipleDataSplitting",8,0,0
"135","Knockoff",8,0,0
"135","Benjamini–Hochberg (BH)",8,0,0
"136","Mars DS",9,0,0
"136","Mars MS",9,0,0
"136","DataSplitting",9,0,0
"136","MultipleDataSplitting",9,0,0
"136","Knockoff",9,0,0
"136","Benjamini–Hochberg (BH)",9,0,0
"137","Mars DS",10,0,0
"137","Mars MS",10,0,0
"137","DataSplitting",10,0,0
"137","MultipleDataSplitting",10,0,0
"137","Knockoff",10,0,0
"137","Benjamini–Hochberg (BH)",10,0,0
"138","Mars DS",11,0,0
"138","Mars MS",11,0,0
"138","DataSplitting",11,0,0
"138","MultipleDataSplitting",11,0,0
"138","Knockoff",11,0,0
"138","Benjamini–Hochberg (BH)",11,0,0
"139","Mars DS",12,0,0
"139","Mars MS",12,0,0
"139","DataSplitting",12,0,0
"139","MultipleDataSplitting",12,0,0
"139","Knockoff",12,0,0
"139","Benjamini–Hochberg (BH)",12,0,0
"140","Mars DS",13,0,0
"140","Mars MS",13,0,0
"140","DataSplitting",13,0,0
"140","MultipleDataSplitting",13,0,0
"140","Knockoff",13,0,0
"140","Benjamini–Hochberg (BH)",13,0,0
"141","Mars DS",7,0,0
"141","Mars MS",7,0,0.8
"141","DataSplitting",7,0,0
"141","MultipleDataSplitting",7,0,0
"141","Knockoff",7,1,0
"141","Benjamini–Hochberg (BH)",7,0,0
"142","Mars DS",8,0,0
"142","Mars MS",8,0,0.8
"142","DataSplitting",8,0,0
"142","MultipleDataSplitting",8,0,0
"142","Knockoff",8,0.916666666666667,0.1
"142","Benjamini–Hochberg (BH)",8,0,0
"143","Mars DS",9,0,0
"143","Mars MS",9,0,0.7
"143","DataSplitting",9,0,0
"143","MultipleDataSplitting",9,0,0
"143","Knockoff",9,0,0
"143","Benjamini–Hochberg (BH)",9,0,0
"144","Mars DS",10,0,0
"144","Mars MS",10,0,0.8
"144","DataSplitting",10,0,0
"144","MultipleDataSplitting",10,0,0
"144","Knockoff",10,0,0
"144","Benjamini–Hochberg (BH)",10,0,0
"145","Mars DS",11,0,0
"145","Mars MS",11,0,0.7
"145","DataSplitting",11,0,0
"145","MultipleDataSplitting",11,0,0
"145","Knockoff",11,0,0
"145","Benjamini–Hochberg (BH)",11,0,0
"146","Mars DS",12,0,0
"146","Mars MS",12,0,0.8
"146","DataSplitting",12,0,0
"146","MultipleDataSplitting",12,0,0
"146","Knockoff",12,0,0
"146","Benjamini–Hochberg (BH)",12,0,0
"147","Mars DS",13,0,0
"147","Mars MS",13,0,0.8
"147","DataSplitting",13,0,0
"147","MultipleDataSplitting",13,0,0
"147","Knockoff",13,0,0
"147","Benjamini–Hochberg (BH)",13,0,0
"148","Mars DS",7,0,0
"148","Mars MS",7,0,0.4
"148","DataSplitting",7,0,0
"148","MultipleDataSplitting",7,0,0
"148","Knockoff",7,0,0
"148","Benjamini–Hochberg (BH)",7,0,0
"149","Mars DS",8,0,0
"149","Mars MS",8,0,0.3
"149","DataSplitting",8,0,0
"149","MultipleDataSplitting",8,0,0
"149","Knockoff",8,0,0
"149","Benjamini–Hochberg (BH)",8,0,0
"150","Mars DS",9,0,0
"150","Mars MS",9,0,0.5
"150","DataSplitting",9,0,0
"150","MultipleDataSplitting",9,0,0
"150","Knockoff",9,0,0
"150","Benjamini–Hochberg (BH)",9,0,0
"151","Mars DS",10,0,0
"151","Mars MS",10,0,0.5
"151","DataSplitting",10,0,0
"151","MultipleDataSplitting",10,0,0
"151","Knockoff",10,0,0
"151","Benjamini–Hochberg (BH)",10,0,0
"152","Mars DS",11,0,0
"152","Mars MS",11,0,0.6
"152","DataSplitting",11,0,0
"152","MultipleDataSplitting",11,0,0
"152","Knockoff",11,0,0
"152","Benjamini–Hochberg (BH)",11,0,0
"153","Mars DS",12,0,0
"153","Mars MS",12,0,0.6
"153","DataSplitting",12,0,0
"153","MultipleDataSplitting",12,0,0
"153","Knockoff",12,0,0
"153","Benjamini–Hochberg (BH)",12,0,0
"154","Mars DS",13,0,0
"154","Mars MS",13,0,0.7
"154","DataSplitting",13,0,0
"154","MultipleDataSplitting",13,0,0
"154","Knockoff",13,0,0
"154","Benjamini–Hochberg (BH)",13,0,0
"155","Mars DS",7,0,0
"155","Mars MS",7,0,0.8
"155","DataSplitting",7,0,0
"155","MultipleDataSplitting",7,0,0
"155","Knockoff",7,0,0
"155","Benjamini–Hochberg (BH)",7,0,0
"156","Mars DS",8,0,0
"156","Mars MS",8,0,0.8
"156","DataSplitting",8,0,0
"156","MultipleDataSplitting",8,0,0
"156","Knockoff",8,0,0
"156","Benjamini–Hochberg (BH)",8,0,0
"157","Mars DS",9,0,0
"157","Mars MS",9,0,0.8
"157","DataSplitting",9,0,0
"157","MultipleDataSplitting",9,0,0
"157","Knockoff",9,0,0
"157","Benjamini–Hochberg (BH)",9,0,0
"158","Mars DS",10,0,0
"158","Mars MS",10,0,0.7
"158","DataSplitting",10,0,0
"158","MultipleDataSplitting",10,0,0
"158","Knockoff",10,0,0
"158","Benjamini–Hochberg (BH)",10,0,0
"159","Mars DS",11,0,0
"159","Mars MS",11,0,0.8
"159","DataSplitting",11,0,0
"159","MultipleDataSplitting",11,0,0
"159","Knockoff",11,0,0
"159","Benjamini–Hochberg (BH)",11,0,0
"160","Mars DS",12,0,0
"160","Mars MS",12,0,0.8
"160","DataSplitting",12,0,0
"160","MultipleDataSplitting",12,0,0
"160","Knockoff",12,0,0
"160","Benjamini–Hochberg (BH)",12,0,0
"161","Mars DS",13,0,0
"161","Mars MS",13,0,0.8
"161","DataSplitting",13,0,0
"161","MultipleDataSplitting",13,0,0
"161","Knockoff",13,0,0
"161","Benjamini–Hochberg (BH)",13,0,0
"162","Mars DS",7,0.1,0.9
"162","Mars MS",7,0,0.9
"162","DataSplitting",7,0,0
"162","MultipleDataSplitting",7,0,0
"162","Knockoff",7,0.7,0.3
"162","Benjamini–Hochberg (BH)",7,0,0
"163","Mars DS",8,0.1,0.9
"163","Mars MS",8,0,0.9
"163","DataSplitting",8,0,0
"163","MultipleDataSplitting",8,0,0
"163","Knockoff",8,0.727272727272727,0.3
"163","Benjamini–Hochberg (BH)",8,0,0
"164","Mars DS",9,0.1,0.9
"164","Mars MS",9,0,0.9
"164","DataSplitting",9,0,0
"164","MultipleDataSplitting",9,0,0
"164","Knockoff",9,0.75,0.3
"164","Benjamini–Hochberg (BH)",9,0,0
"165","Mars DS",10,0.1,0.9
"165","Mars MS",10,0,0.9
"165","DataSplitting",10,0,0
"165","MultipleDataSplitting",10,0,0
"165","Knockoff",10,0.75,0.3
"165","Benjamini–Hochberg (BH)",10,0,0
"166","Mars DS",11,0.1,0.9
"166","Mars MS",11,0,0.9
"166","DataSplitting",11,0,0
"166","MultipleDataSplitting",11,0,0
"166","Knockoff",11,0.8,0.2
"166","Benjamini–Hochberg (BH)",11,0,0
"167","Mars DS",12,0.1,0.9
"167","Mars MS",12,0,0.9
"167","DataSplitting",12,0,0
"167","MultipleDataSplitting",12,0,0
"167","Knockoff",12,0.727272727272727,0.3
"167","Benjamini–Hochberg (BH)",12,0,0
"168","Mars DS",13,0.1,0.9
"168","Mars MS",13,0,0.9
"168","DataSplitting",13,0,0
"168","MultipleDataSplitting",13,0,0
"168","Knockoff",13,0.75,0.3
"168","Benjamini–Hochberg (BH)",13,0,0
"169","Mars DS",7,0,0
"169","Mars MS",7,0,0.8
"169","DataSplitting",7,0,0
"169","MultipleDataSplitting",7,0,0
"169","Knockoff",7,0.9,0.1
"169","Benjamini–Hochberg (BH)",7,0,0
"170","Mars DS",8,0,0
"170","Mars MS",8,0,0.8
"170","DataSplitting",8,0,0
"170","MultipleDataSplitting",8,0,0
"170","Knockoff",8,0.9,0.1
"170","Benjamini–Hochberg (BH)",8,0,0
"171","Mars DS",9,0,0
"171","Mars MS",9,0,0.9
"171","DataSplitting",9,0,0
"171","MultipleDataSplitting",9,0,0
"171","Knockoff",9,0.9,0.1
"171","Benjamini–Hochberg (BH)",9,0,0
"172","Mars DS",10,0,0
"172","Mars MS",10,0,0.8
"172","DataSplitting",10,0,0
"172","MultipleDataSplitting",10,0,0
"172","Knockoff",10,0.9,0.1
"172","Benjamini–Hochberg (BH)",10,0,0
"173","Mars DS",11,0.1,0.9
"173","Mars MS",11,0,0.8
"173","DataSplitting",11,0,0
"173","MultipleDataSplitting",11,0,0
"173","Knockoff",11,0.9,0.1
"173","Benjamini–Hochberg (BH)",11,0,0
"174","Mars DS",12,0.1,0.9
"174","Mars MS",12,0,0.8
"174","DataSplitting",12,0,0
"174","MultipleDataSplitting",12,0,0
"174","Knockoff",12,0.9,0.1
"174","Benjamini–Hochberg (BH)",12,0,0
"175","Mars DS",13,0.1,0.9
"175","Mars MS",13,0,0.9
"175","DataSplitting",13,0,0
"175","MultipleDataSplitting",13,0,0
"175","Knockoff",13,0.9,0.1
"175","Benjamini–Hochberg (BH)",13,0,0
"176","Mars DS",7,0.1,0.9
"176","Mars MS",7,0,0.7
"176","DataSplitting",7,0,0
"176","MultipleDataSplitting",7,0,0
"176","Knockoff",7,0,0
"176","Benjamini–Hochberg (BH)",7,0,0
"177","Mars DS",8,0.1,0.9
"177","Mars MS",8,0,0.7
"177","DataSplitting",8,0,0
"177","MultipleDataSplitting",8,0,0
"177","Knockoff",8,0,0
"177","Benjamini–Hochberg (BH)",8,0,0
"178","Mars DS",9,0.1,0.9
"178","Mars MS",9,0,0.7
"178","DataSplitting",9,0,0
"178","MultipleDataSplitting",9,0,0
"178","Knockoff",9,0,0
"178","Benjamini–Hochberg (BH)",9,0,0
"179","Mars DS",10,0.1,0.9
"179","Mars MS",10,0,0.7
"179","DataSplitting",10,0,0
"179","MultipleDataSplitting",10,0,0
"179","Knockoff",10,0,0
"179","Benjamini–Hochberg (BH)",10,0,0
"180","Mars DS",11,0.1,0.9
"180","Mars MS",11,0,0.7
"180","DataSplitting",11,0,0
"180","MultipleDataSplitting",11,0,0
"180","Knockoff",11,0,0
"180","Benjamini–Hochberg (BH)",11,0,0
"181","Mars DS",12,0.1,0.9
"181","Mars MS",12,0,0.8
"181","DataSplitting",12,0,0
"181","MultipleDataSplitting",12,0,0
"181","Knockoff",12,0,0
"181","Benjamini–Hochberg (BH)",12,0,0
"182","Mars DS",13,0.1,0.9
"182","Mars MS",13,0,0.7
"182","DataSplitting",13,0,0
"182","MultipleDataSplitting",13,0,0
"182","Knockoff",13,0,0
"182","Benjamini–Hochberg (BH)",13,0,0
"183","Mars DS",7,0,0
"183","Mars MS",7,0,0.8
"183","DataSplitting",7,0,0
"183","MultipleDataSplitting",7,0,0
"183","Knockoff",7,0,0
"183","Benjamini–Hochberg (BH)",7,0,0
"184","Mars DS",8,0,0
"184","Mars MS",8,0,0.8
"184","DataSplitting",8,0,0
"184","MultipleDataSplitting",8,0,0
"184","Knockoff",8,0,0
"184","Benjamini–Hochberg (BH)",8,0,0
"185","Mars DS",9,0,0
"185","Mars MS",9,0,0.8
"185","DataSplitting",9,0,0
"185","MultipleDataSplitting",9,0,0
"185","Knockoff",9,0,0
"185","Benjamini–Hochberg (BH)",9,0,0
"186","Mars DS",10,0,0
"186","Mars MS",10,0,0.8
"186","DataSplitting",10,0,0
"186","MultipleDataSplitting",10,0,0
"186","Knockoff",10,0,0
"186","Benjamini–Hochberg (BH)",10,0,0
"187","Mars DS",11,0,0
"187","Mars MS",11,0,0.8
"187","DataSplitting",11,0,0
"187","MultipleDataSplitting",11,0,0
"187","Knockoff",11,0,0
"187","Benjamini–Hochberg (BH)",11,0,0
"188","Mars DS",12,0,0
"188","Mars MS",12,0,0.8
"188","DataSplitting",12,0,0
"188","MultipleDataSplitting",12,0,0
"188","Knockoff",12,0,0
"188","Benjamini–Hochberg (BH)",12,0,0
"189","Mars DS",13,0,0
"189","Mars MS",13,0,0.8
"189","DataSplitting",13,0,0
"189","MultipleDataSplitting",13,0,0
"189","Knockoff",13,0,0
"189","Benjamini–Hochberg (BH)",13,0,0
"190","Mars DS",7,0,0
"190","Mars MS",7,0,0.5
"190","DataSplitting",7,0,0
"190","MultipleDataSplitting",7,0,0
"190","Knockoff",7,0,0
"190","Benjamini–Hochberg (BH)",7,0,0
"191","Mars DS",8,0,0
"191","Mars MS",8,0,0.2
"191","DataSplitting",8,0,0
"191","MultipleDataSplitting",8,0,0
"191","Knockoff",8,0,0
"191","Benjamini–Hochberg (BH)",8,0,0
"192","Mars DS",9,0,0
"192","Mars MS",9,0,0.6
"192","DataSplitting",9,0,0
"192","MultipleDataSplitting",9,0,0
"192","Knockoff",9,0,0
"192","Benjamini–Hochberg (BH)",9,0,0
"193","Mars DS",10,0,0
"193","Mars MS",10,0,0.5
"193","DataSplitting",10,0,0
"193","MultipleDataSplitting",10,0,0
"193","Knockoff",10,0,0
"193","Benjamini–Hochberg (BH)",10,0,0
"194","Mars DS",11,0,0
"194","Mars MS",11,0,0.3
"194","DataSplitting",11,0,0
"194","MultipleDataSplitting",11,0,0
"194","Knockoff",11,0,0
"194","Benjamini–Hochberg (BH)",11,0,0
"195","Mars DS",12,0,0
"195","Mars MS",12,0,0.5
"195","DataSplitting",12,0,0
"195","MultipleDataSplitting",12,0,0
"195","Knockoff",12,0,0
"195","Benjamini–Hochberg (BH)",12,0,0
"196","Mars DS",13,0,0
"196","Mars MS",13,0,0.4
"196","DataSplitting",13,0,0
"196","MultipleDataSplitting",13,0,0
"196","Knockoff",13,0,0
"196","Benjamini–Hochberg (BH)",13,0,0
"197","Mars DS",7,0,1
"197","Mars MS",7,0,1
"197","DataSplitting",7,0,0
"197","MultipleDataSplitting",7,0,0
"197","Knockoff",7,0.818181818181818,0.2
"197","Benjamini–Hochberg (BH)",7,0,0
"198","Mars DS",8,0,1
"198","Mars MS",8,0,1
"198","DataSplitting",8,0,0
"198","MultipleDataSplitting",8,0,0
"198","Knockoff",8,0.818181818181818,0.2
"198","Benjamini–Hochberg (BH)",8,0,0
"199","Mars DS",9,0,1
"199","Mars MS",9,0,1
"199","DataSplitting",9,0,0
"199","MultipleDataSplitting",9,0,0
"199","Knockoff",9,0.818181818181818,0.2
"199","Benjamini–Hochberg (BH)",9,0,0
"200","Mars DS",10,0,1
"200","Mars MS",10,0,1
"200","DataSplitting",10,0,0
"200","MultipleDataSplitting",10,0,0
"200","Knockoff",10,0.833333333333333,0.2
"200","Benjamini–Hochberg (BH)",10,0,0
"201","Mars DS",11,0,1
"201","Mars MS",11,0,1
"201","DataSplitting",11,0,0
"201","MultipleDataSplitting",11,0,0
"201","Knockoff",11,0.818181818181818,0.2
"201","Benjamini–Hochberg (BH)",11,0,0
"202","Mars DS",12,0,1
"202","Mars MS",12,0,1
"202","DataSplitting",12,0,0
"202","MultipleDataSplitting",12,0,0
"202","Knockoff",12,0.818181818181818,0.2
"202","Benjamini–Hochberg (BH)",12,0,0
"203","Mars DS",13,0,1
"203","Mars MS",13,0,1
"203","DataSplitting",13,0,0
"203","MultipleDataSplitting",13,0,0
"203","Knockoff",13,0.818181818181818,0.2
"203","Benjamini–Hochberg (BH)",13,0,0
"204","Mars DS",7,0,0
"204","Mars MS",7,0,0.7
"204","DataSplitting",7,0,0
"204","MultipleDataSplitting",7,0,0
"204","Knockoff",7,0,0
"204","Benjamini–Hochberg (BH)",7,0,0
"205","Mars DS",8,0,0
"205","Mars MS",8,0,0.7
"205","DataSplitting",8,0,0
"205","MultipleDataSplitting",8,0,0
"205","Knockoff",8,0,0
"205","Benjamini–Hochberg (BH)",8,0,0
"206","Mars DS",9,0.181818181818182,0.9
"206","Mars MS",9,0,0.7
"206","DataSplitting",9,0,0
"206","MultipleDataSplitting",9,0,0
"206","Knockoff",9,0,0
"206","Benjamini–Hochberg (BH)",9,0,0
"207","Mars DS",10,0.181818181818182,0.9
"207","Mars MS",10,0,0.7
"207","DataSplitting",10,0,0
"207","MultipleDataSplitting",10,0,0
"207","Knockoff",10,0,0
"207","Benjamini–Hochberg (BH)",10,0,0
"208","Mars DS",11,0.181818181818182,0.9
"208","Mars MS",11,0,0.7
"208","DataSplitting",11,0,0
"208","MultipleDataSplitting",11,0,0
"208","Knockoff",11,0,0
"208","Benjamini–Hochberg (BH)",11,0,0
"209","Mars DS",12,0.181818181818182,0.9
"209","Mars MS",12,0,0.8
"209","DataSplitting",12,0,0
"209","MultipleDataSplitting",12,0,0
"209","Knockoff",12,0,0
"209","Benjamini–Hochberg (BH)",12,0,0
"210","Mars DS",13,0.181818181818182,0.9
"210","Mars MS",13,0,0.8
"210","DataSplitting",13,0,0
"210","MultipleDataSplitting",13,0,0
"210","Knockoff",13,0,0
"210","Benjamini–Hochberg (BH)",13,0,0
"211","Mars DS",7,0,1
"211","Mars MS",7,0,1
"211","DataSplitting",7,0,0
"211","MultipleDataSplitting",7,0,0
"211","Knockoff",7,0.6875,0.5
"211","Benjamini–Hochberg (BH)",7,0,0
"212","Mars DS",8,0.166666666666667,1
"212","Mars MS",8,0,1
"212","DataSplitting",8,0,0
"212","MultipleDataSplitting",8,0,0
"212","Knockoff",8,0.6875,0.5
"212","Benjamini–Hochberg (BH)",8,0,0
"213","Mars DS",9,0.1,0.9
"213","Mars MS",9,0.0909090909090909,1
"213","DataSplitting",9,0,0
"213","MultipleDataSplitting",9,0,0
"213","Knockoff",9,0.6875,0.5
"213","Benjamini–Hochberg (BH)",9,0,0
"214","Mars DS",10,0,1
"214","Mars MS",10,0,1
"214","DataSplitting",10,0,0
"214","MultipleDataSplitting",10,0,0
"214","Knockoff",10,0.6875,0.5
"214","Benjamini–Hochberg (BH)",10,0,0
"215","Mars DS",11,0,1
"215","Mars MS",11,0,1
"215","DataSplitting",11,0,0
"215","MultipleDataSplitting",11,0,0
"215","Knockoff",11,0.6875,0.5
"215","Benjamini–Hochberg (BH)",11,0,0
"216","Mars DS",12,0.0909090909090909,1
"216","Mars MS",12,0,1
"216","DataSplitting",12,0,0
"216","MultipleDataSplitting",12,0,0
"216","Knockoff",12,0.6875,0.5
"216","Benjamini–Hochberg (BH)",12,0,0
"217","Mars DS",13,0.0909090909090909,1
"217","Mars MS",13,0,1
"217","DataSplitting",13,0,0
"217","MultipleDataSplitting",13,0,0
"217","Knockoff",13,0.705882352941177,0.5
"217","Benjamini–Hochberg (BH)",13,0,0
"218","Mars DS",7,0,0
"218","Mars MS",7,0,0.8
"218","DataSplitting",7,0,0
"218","MultipleDataSplitting",7,0,0
"218","Knockoff",7,0.833333333333333,0.2
"218","Benjamini–Hochberg (BH)",7,0,0
"219","Mars DS",8,0,0
"219","Mars MS",8,0,0.7
"219","DataSplitting",8,0,0
"219","MultipleDataSplitting",8,0,0
"219","Knockoff",8,0.833333333333333,0.2
"219","Benjamini–Hochberg (BH)",8,0,0
"220","Mars DS",9,0,0
"220","Mars MS",9,0,0.8
"220","DataSplitting",9,0,0
"220","MultipleDataSplitting",9,0,0
"220","Knockoff",9,0.833333333333333,0.2
"220","Benjamini–Hochberg (BH)",9,0,0
"221","Mars DS",10,0,0
"221","Mars MS",10,0,0.7
"221","DataSplitting",10,0,0
"221","MultipleDataSplitting",10,0,0
"221","Knockoff",10,0.833333333333333,0.2
"221","Benjamini–Hochberg (BH)",10,0,0
"222","Mars DS",11,0,0
"222","Mars MS",11,0,0.8
"222","DataSplitting",11,0,0
"222","MultipleDataSplitting",11,0,0
"222","Knockoff",11,0.833333333333333,0.2
"222","Benjamini–Hochberg (BH)",11,0,0
"223","Mars DS",12,0,0
"223","Mars MS",12,0,0.8
"223","DataSplitting",12,0,0
"223","MultipleDataSplitting",12,0,0
"223","Knockoff",12,0.833333333333333,0.2
"223","Benjamini–Hochberg (BH)",12,0,0
"224","Mars DS",13,0,0
"224","Mars MS",13,0,0.8
"224","DataSplitting",13,0,0
"224","MultipleDataSplitting",13,0,0
"224","Knockoff",13,0.833333333333333,0.2
"224","Benjamini–Hochberg (BH)",13,0,0
"225","Mars DS",7,0,0
"225","Mars MS",7,0,0
"225","DataSplitting",7,0,0
"225","MultipleDataSplitting",7,0,0
"225","Knockoff",7,0,0
"225","Benjamini–Hochberg (BH)",7,0,0
"226","Mars DS",8,0,0
"226","Mars MS",8,0,0
"226","DataSplitting",8,0,0
"226","MultipleDataSplitting",8,0,0
"226","Knockoff",8,0,0
"226","Benjamini–Hochberg (BH)",8,0,0
"227","Mars DS",9,0,0
"227","Mars MS",9,0,0
"227","DataSplitting",9,0,0
"227","MultipleDataSplitting",9,0,0
"227","Knockoff",9,0,0
"227","Benjamini–Hochberg (BH)",9,0,0
"228","Mars DS",10,0,0
"228","Mars MS",10,0,0
"228","DataSplitting",10,0,0
"228","MultipleDataSplitting",10,0,0
"228","Knockoff",10,0,0
"228","Benjamini–Hochberg (BH)",10,0,0
"229","Mars DS",11,0,0
"229","Mars MS",11,0,0
"229","DataSplitting",11,0,0
"229","MultipleDataSplitting",11,0,0
"229","Knockoff",11,0,0
"229","Benjamini–Hochberg (BH)",11,0,0
"230","Mars DS",12,0,0
"230","Mars MS",12,0,0
"230","DataSplitting",12,0,0
"230","MultipleDataSplitting",12,0,0
"230","Knockoff",12,0,0
"230","Benjamini–Hochberg (BH)",12,0,0
"231","Mars DS",13,0,0
"231","Mars MS",13,0,0
"231","DataSplitting",13,0,0
"231","MultipleDataSplitting",13,0,0
"231","Knockoff",13,0,0
"231","Benjamini–Hochberg (BH)",13,0,0
"232","Mars DS",7,0,0
"232","Mars MS",7,0,0.4
"232","DataSplitting",7,0,0
"232","MultipleDataSplitting",7,0,0
"232","Knockoff",7,0,0
"232","Benjamini–Hochberg (BH)",7,0,0
"233","Mars DS",8,0,0
"233","Mars MS",8,0,0.2
"233","DataSplitting",8,0,0
"233","MultipleDataSplitting",8,0,0
"233","Knockoff",8,0,0
"233","Benjamini–Hochberg (BH)",8,0,0
"234","Mars DS",9,0,0
"234","Mars MS",9,0,0.4
"234","DataSplitting",9,0,0
