"Method","Delta","FDP","Power"
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.0416666666666667,0.92
"Boost MS",10,0.172413793103448,0.96
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.12,0.88
"Boost MS",10,0,0.84
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.16,0.84
"Boost MS",10,0,0.84
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0,0.8
"Boost MS",10,0.192307692307692,0.84
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.0434782608695652,0.88
"Boost MS",10,0,0.88
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.192307692307692,0.84
"Boost MS",10,0,0.84
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0,0.8
"Boost MS",10,0,0.84
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.214285714285714,0.88
"Boost MS",10,0.0434782608695652,0.88
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.2,0.8
"Boost MS",10,0,0.88
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.0833333333333333,0.88
"Boost MS",10,0,0.84
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",10,0.0869565217391304,0.84
"Boost MS",10,0.0416666666666667,0.92
"DataSplitting",10,0,0
"MultipleDataSplitting",10,0,0
"Knockoff",10,0,0
"Benjamini–Hochberg (BH)",10,0,0
"Boost DS",11,0.0454545454545455,0.84
"Boost MS",11,0.0434782608695652,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.05,0.76
"Boost MS",11,0,0.76
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0,0.8
"Boost MS",11,0.230769230769231,0.8
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0952380952380952,0.76
"Boost MS",11,0,0.76
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.222222222222222,0.84
"Boost MS",11,0,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0,0.92
"Boost MS",11,0,0.92
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0434782608695652,0.88
"Boost MS",11,0,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0,0.76
"Boost MS",11,0,0.72
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.153846153846154,0.88
"Boost MS",11,0,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.233333333333333,0.92
"Boost MS",11,0.0416666666666667,0.92
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.130434782608696,0.8
"Boost MS",11,0.0454545454545455,0.84
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0,0.76
"Boost MS",11,0,0.84
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0454545454545455,0.84
"Boost MS",11,0,0.92
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.08,0.92
"Boost MS",11,0,0.92
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.111111111111111,0.96
"Boost MS",11,0.111111111111111,0.96
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0434782608695652,0.88
"Boost MS",11,0,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0909090909090909,0.8
"Boost MS",11,0.04,0.96
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.136363636363636,0.76
"Boost MS",11,0.25,0.84
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.178571428571429,0.92
"Boost MS",11,0.08,0.92
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0454545454545455,0.84
"Boost MS",11,0,0.84
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0454545454545455,0.84
"Boost MS",11,0,0.8
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.214285714285714,0.88
"Boost MS",11,0.266666666666667,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0,0.8
"Boost MS",11,0,0.8
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.16,0.84
"Boost MS",11,0,0.88
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",11,0.0454545454545455,0.84
"Boost MS",11,0.323529411764706,0.92
"DataSplitting",11,0,0
"MultipleDataSplitting",11,0,0
"Knockoff",11,0,0
"Benjamini–Hochberg (BH)",11,0,0
"Boost DS",12,0,0.84
"Boost MS",12,0,0.84
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.2,0.8
"Boost MS",12,0.05,0.76
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.8
"Boost MS",12,0.2,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.72
"Boost MS",12,0,0.76
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.432432432432432,0.84
"Boost MS",12,0.115384615384615,0.92
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.92
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0434782608695652,0.88
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.05,0.76
"Boost MS",12,0,0.72
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.88
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.148148148148148,0.92
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.166666666666667,0.8
"Boost MS",12,0,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0909090909090909,0.8
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.84
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.178571428571429,0.92
"Boost MS",12,0,0.92
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.92
"Boost MS",12,0,0.92
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.88
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0476190476190476,0.8
"Boost MS",12,0,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0952380952380952,0.76
"Boost MS",12,0,0.84
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.233333333333333,0.92
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0869565217391304,0.84
"Boost MS",12,0,0.84
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0476190476190476,0.8
"Boost MS",12,0,0.76
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.0833333333333333,0.88
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.84
"Boost MS",12,0,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.88
"Boost MS",12,0.115384615384615,0.92
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0.84
"Boost MS",12,0,0.88
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",13,0.0869565217391304,0.84
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.173913043478261,0.76
"Boost MS",13,0,0.72
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0476190476190476,0.8
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.173913043478261,0.76
"Boost MS",13,0,0.76
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.125,0.84
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0.88
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.2,0.8
"Boost MS",13,0.222222222222222,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.12,0.88
"Boost MS",13,0,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0416666666666667,0.92
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.259259259259259,0.8
"Boost MS",13,0.12,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0454545454545455,0.84
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.16,0.84
"Boost MS",13,0.0416666666666667,0.92
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.111111111111111,0.96
"Boost MS",13,0,0.92
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0454545454545455,0.84
"Boost MS",13,0.342857142857143,0.92
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0476190476190476,0.8
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0.72
"Boost MS",13,0,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.08,0.92
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.08,0.92
"Boost MS",13,0,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0909090909090909,0.8
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0909090909090909,0.8
"Boost MS",13,0,0.84
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0.84
"Boost MS",13,0,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0.185185185185185,0.88
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
